"loc","year","plot","gen","rep","trt","DHE","DMA","PLH","GYLD","TKW"
"Bekoji","y2006","p14","BNEth019","r1","t13",86,145,120,4581,49.8
"Bekoji","y2006","p15","EH18472","r1","t9",97,155,130,5842,49.2
"Bekoji","y2006","p16","EH1893","r2","t4",92,155,120,6267,44.2
"Bekoji","y2006","p17","Beka","r2","t15",100,163,140,4658,45.8
"Bekoji","y2006","p18","BNEth019","r2","t13",86,149,115,4438,51.2
"Bekoji","y2006","p19","IBON4499","r2","t5",89,143,130,4219,54.6
"Bekoji","y2006","p20","EH18472","r2","t9",96,154,130,5031,50.4
"Bekoji","y2006","p21","HB120","r2","t14",97,157,135,5402,47
"Bekoji","y2006","p22","EH1864","r2","t10",97,158,110,4310,54.4
"Bekoji","y2006","p23","EH1877","r2","t6",90,147,110,5015,30.6
"Bekoji","y2006","p24","EH1869","r2","t7",93,155,125,4910,53.8
"Bekoji","y2006","p25","F2SXS13395","r2","t12",90,153,120,4380,55.6
"Bekoji","y2006","p26","EH1900","r2","t2",91,151,125,4498,49.2
"Bekoji","y2006","p27","IBON2796","r2","t11",87,149,105,4837,49.6
"Bekoji","y2006","p28","EH1505","r2","t3",91,148,120,3880,54.8
"Bekoji","y2006","p29","EH1847","r2","t1",92,151,120,4803,48.2
"Bekoji","y2006","p30","EH1551","r2","t8",85,141,120,3105,36.8
"Bekoji","y2006","p31","IBON2796","r3","t11",87,151,110,5922,48.2
"Bekoji","y2006","p32","EH18472","r3","t9",93,153,135,5303,51.6
"Bekoji","y2006","p33","BNEth019","r3","t13",87,151,115,5430,44.4
"Bekoji","y2006","p34","IBON4499","r3","t5",90,145,135,4562,52.4
"Bekoji","y2006","p35","EH1847","r3","t1",89,151,130,5902,53.4
"Bekoji","y2006","p36","EH1864","r3","t10",96,159,110,5462,53.4
"Bekoji","y2006","p37","EH1869","r3","t7",97,158,120,5252,55.4
"Bekoji","y2006","p38","EH1551","r3","t8",82,141,125,3551,35.4
"Bekoji","y2006","p39","EH1893","r3","t4",94,161,130,5494,44.6
"Bekoji","y2006","p40","Beka","r3","t15",97,162,135,3705,45
"Bekoji","y2006","p41","EH1877","r3","t6",93,153,105,4592,54.6
"Bekoji","y2006","p42","EH1505","r3","t3",91,154,115,4379,56.6
"Bekoji","y2006","p43","EH1900","r3","t2",90,158,130,4753,54.6
"Bekoji","y2006","p44","F2SXS13395","r3","t12",90,159,120,4875,57.4
"Bekoji","y2006","p45","HB120","r3","t14",97,162,135,5321,43
"Bekoji","y2006","p46","EH1551","r4","t8",83,141,125,3144,42.8
"Bekoji","y2006","p47","IBON2796","r4","t11",84,147,110,5234,48.4
"Bekoji","y2006","p48","BNEth019","r4","t13",85,149,120,4249,55.6
"Bekoji","y2006","p49","EH1900","r4","t2",89,153,125,4363,51.6
"Bekoji","y2006","p50","EH18472","r4","t9",93,151,135,4910,57.8
"Bekoji","y2006","p51","Beka","r4","t15",97,155,135,5402,43.8
"Bekoji","y2006","p52","HB120","r4","t14",96,155,135,4212,41.6
"Bekoji","y2006","p53","EH1877","r4","t6",91,151,115,4327,49.8
"Bekoji","y2006","p54","EH1869","r4","t7",94,156,120,5058,59.4
"Bekoji","y2006","p55","EH1893","r4","t4",95,156,125,6125,43.4
"Bekoji","y2006","p56","EH1864","r4","t10",96,154,105,5108,54.2
"Bekoji","y2006","p57","IBON4499","r4","t5",93,151,130,4558,52.2
"Bekoji","y2006","p58","F2SXS13395","r4","t12",92,158,120,5551,58.8
"Bekoji","y2006","p59","EH1505","r4","t3",92,151,115,4163,52.6
"Bekoji","y2006","p60","EH1847","r4","t1",94,159,125,5260,49
"Asasa","y2006","p1","EH1877","r1","t6",76,117,90,4903,48.6
"Asasa","y2006","p2","EH1505","r1","t3",78,116,100,4027,41.6
"Asasa","y2006","p3","EH1900","r1","t2",72,116,105,5011,46
"Asasa","y2006","p4","IBON2796","r1","t11",76,120,95,3303,43.8
"Asasa","y2006","p5","EH1869","r1","t7",80,122,105,1520,43.2
"Asasa","y2006","p6","EH1893","r1","t4",83,109,95,4719,36.4
"Asasa","y2006","p7","EH1864","r1","t10",79,121,90,5253,40.4
"Asasa","y2006","p8","EH1847","r1","t1",82,115,95,4721,41
"Asasa","y2006","p9","IBON4499","r1","t5",71,119,105,4206,48
"Asasa","y2006","p10","F2SXS13395","r1","t12",72,105,105,4367,46.6
"Asasa","y2006","p11","Beka","r1","t15",90,115,110,3493,27.4
"Asasa","y2006","p12","HB120","r1","t14",82,127,105,3491,34.6
"Asasa","y2006","p13","EH1551","r1","t8",69,119,105,2901,32.4
"Asasa","y2006","p14","BNEth019","r1","t13",70,104,100,4218,43.4
"Asasa","y2006","p15","EH18472","r1","t9",86,109,110,3496,43.4
"Asasa","y2006","p16","EH1893","r2","t4",83,119,100,4462,38.6
"Asasa","y2006","p17","Beka","r2","t15",80,117,105,3907,34
"Asasa","y2006","p18","BNEth019","r2","t13",70,124,100,3831,48.4
"Asasa","y2006","p19","IBON4499","r2","t5",71,105,110,4185,46.6
"Asasa","y2006","p20","EH18472","r2","t9",86,109,110,2209,30.2
"Asasa","y2006","p21","HB120","r2","t14",82,127,110,3651,30.6
"Asasa","y2006","p22","EH1864","r2","t10",74,127,95,5257,37.2
"Asasa","y2006","p23","EH1877","r2","t6",80,116,90,5329,40
"Asasa","y2006","p24","EH1869","r2","t7",80,125,100,4028,38
"Asasa","y2006","p25","F2SXS13395","r2","t12",72,125,100,5375,49.8
"Asasa","y2006","p26","EH1900","r2","t2",75,111,110,5360,45
"Asasa","y2006","p27","IBON2796","r2","t11",71,115,100,5590,52.6
"Asasa","y2006","p28","EH1505","r2","t3",74,121,100,4658,38.4
"Asasa","y2006","p29","EH1847","r2","t1",76,117,100,4520,43
"Asasa","y2006","p30","EH1551","r2","t8",68,101,100,3301,33.6
"Asasa","y2006","p31","IBON2796","r3","t11",70,116,95,5209,52.2
"Asasa","y2006","p32","EH18472","r3","t9",80,124,105,3596,36.2
"Asasa","y2006","p33","BNEth019","r3","t13",70,119,100,4549,38.8
"Asasa","y2006","p34","IBON4499","r3","t5",70,109,115,3039,46
"Asasa","y2006","p35","EH1847","r3","t1",71,120,115,3935,41.4
"Asasa","y2006","p36","EH1864","r3","t10",80,121,95,5498,37
"Asasa","y2006","p37","EH1869","r3","t7",76,127,105,3620,35.8
"Asasa","y2006","p38","EH1551","r3","t8",83,109,105,2243,26.6
"Asasa","y2006","p39","EH1893","r3","t4",76,126,110,4434,29.2
"Asasa","y2006","p40","Beka","r3","t15",80,126,115,2949,27
"Asasa","y2006","p41","EH1877","r3","t6",91,124,105,4233,36.6
"Asasa","y2006","p42","EH1505","r3","t3",80,119,105,4263,40.4
"Asasa","y2006","p43","EH1900","r3","t2",72,116,110,5106,48.8
"Asasa","y2006","p44","F2SXS13395","r3","t12",74,119,100,4880,46.4
"Asasa","y2006","p45","HB120","r3","t14",72,124,125,4338,33
"Asasa","y2006","p46","EH1551","r4","t8",71,103,95,2396,28.6
"Asasa","y2006","p47","IBON2796","r4","t11",71,115,95,3699,50.8
"Asasa","y2006","p48","BNEth019","r4","t13",70,109,95,3550,48.2
"Asasa","y2006","p49","EH1900","r4","t2",72,117,105,5274,47.6
"Asasa","y2006","p50","EH18472","r4","t9",82,127,105,4425,42.6
"Asasa","y2006","p51","Beka","r4","t15",84,127,115,5729,34.8
"Asasa","y2006","p52","HB120","r4","t14",80,125,110,4514,32.8
"Asasa","y2006","p53","EH1877","r4","t6",76,121,100,4435,45.4
"Asasa","y2006","p54","EH1869","r4","t7",76,122,90,4090,39.2
"Asasa","y2006","p55","EH1893","r4","t4",79,120,90,4368,33.6
"Asasa","y2006","p56","EH1864","r4","t10",80,120,90,5385,39.6
"Asasa","y2006","p57","IBON4499","r4","t5",71,135,100,3335,47.8
"Asasa","y2006","p58","F2SXS13395","r4","t12",103,118,95,5950,37.6
"Asasa","y2006","p59","EH1505","r4","t3",104,118,95,4417,38.6
"Asasa","y2006","p60","EH1847","r4","t1",74,117,105,4635,46.2
"Adet","y2006","p1","EH1877","r1","t6",66,103,151,3865,47.1
"Adet","y2006","p2","EH1505","r1","t3",69,103,160,1885,42.3
"Adet","y2006","p3","EH1900","r1","t2",64,97,164,2150,41
"Adet","y2006","p4","IBON2796","r1","t11",58,95,145,2580,41.9
"Adet","y2006","p5","EH1869","r1","t7",70,102,141,1335,35.3
"Adet","y2006","p6","EH1893","r1","t4",69,101,144,2075,30.5
"Adet","y2006","p7","EH1864","r1","t10",69,96,121,1005,36.7
"Adet","y2006","p8","EH1847","r1","t1",69,97,149,2135,36.8
"Adet","y2006","p9","IBON4499","r1","t5",60,92,161,2705,48.9
"Adet","y2006","p10","F2SXS13395","r1","t12",69,101,144,1515,34.7
"Adet","y2006","p11","Beka","r1","t15",78,103,135,660,25.4
"Adet","y2006","p12","HB120","r1","t14",75,103,138,900,26.9
"Adet","y2006","p13","EH1551","r1","t8",61,91,159,2710,40.3
"Adet","y2006","p14","BNEth019","r1","t13",59,95,153,2665,42.8
"Adet","y2006","p15","EH18472","r1","t9",70,108,149,1625,36.5
"Adet","y2006","p16","EH1893","r2","t4",70,103,139,1170,24.1
"Adet","y2006","p17","Beka","r2","t15",78,104,139,555,26
"Adet","y2006","p18","BNEth019","r2","t13",60,93,145,2710,41.7
"Adet","y2006","p19","IBON4499","r2","t5",62,92,158,2315,47.7
"Adet","y2006","p20","EH18472","r2","t9",74,103,144,1345,36.2
"Adet","y2006","p21","HB120","r2","t14",75,104,150,975,28.5
"Adet","y2006","p22","EH1864","r2","t10",69,97,131,965,36.4
"Adet","y2006","p23","EH1877","r2","t6",69,96,126,1645,38.8
"Adet","y2006","p24","EH1869","r2","t7",70,103,134,945,33.4
"Adet","y2006","p25","F2SXS13395","r2","t12",70,97,129,1070,36.6
"Adet","y2006","p26","EH1900","r2","t2",69,97,146,1585,37.4
"Adet","y2006","p27","IBON2796","r2","t11",59,94,133,2130,41.3
"Adet","y2006","p28","EH1505","r2","t3",70,103,144,2495,50.4
"Adet","y2006","p29","EH1847","r2","t1",64,101,154,2500,38.9
"Adet","y2006","p30","EH1551","r2","t8",61,93,165,3345,42.7
"Adet","y2006","p31","IBON2796","r3","t11",59,92,133,1480,39.4
"Adet","y2006","p32","EH18472","r3","t9",72,94,143,1505,38.9
"Adet","y2006","p33","BNEth019","r3","t13",60,96,150,2420,45.6
"Adet","y2006","p34","IBON4499","r3","t5",61,95,160,2175,47.4
"Adet","y2006","p35","EH1847","r3","t1",69,97,140,1445,38.3
"Adet","y2006","p36","EH1864","r3","t10",72,97,120,495,34.2
"Adet","y2006","p37","EH1869","r3","t7",70,103,133,610,34
"Adet","y2006","p38","EH1551","r3","t8",60,89,149,1405,48.2
"Adet","y2006","p39","EH1893","r3","t4",70,103,131,1330,26.5
"Adet","y2006","p40","Beka","r3","t15",78,106,124,315,25.2
"Adet","y2006","p41","EH1877","r3","t6",69,95,128,1385,36.8
"Adet","y2006","p42","EH1505","r3","t3",69,97,138,2140,45.7
"Adet","y2006","p43","EH1900","r3","t2",66,96,137,1200,35.5
"Adet","y2006","p44","F2SXS13395","r3","t12",74,96,127,685,31.9
"Adet","y2006","p45","HB120","r3","t14",78,106,121,400,24.9
"Adet","y2006","p46","EH1551","r4","t8",60,89,147,2355,40.2
"Adet","y2006","p47","IBON2796","r4","t11",60,90,127,1345,40.3
"Adet","y2006","p48","BNEth019","r4","t13",60,96,141,2680,46.3
"Adet","y2006","p49","EH1900","r4","t2",69,97,145,1565,37.6
"Adet","y2006","p50","EH18472","r4","t9",75,103,136,965,34.4
"Adet","y2006","p51","Beka","r4","t15",74,103,134,415,25.7
"Adet","y2006","p52","HB120","r4","t14",75,106,128,960,26.8
"Adet","y2006","p53","EH1877","r4","t6",69,96,133,1790,41.7
"Adet","y2006","p54","EH1869","r4","t7",75,105,133,845,31.1
"Adet","y2006","p55","EH1893","r4","t4",73,106,146,1675,30.6
"Adet","y2006","p56","EH1864","r4","t10",69,96,120,785,48.2
"Adet","y2006","p57","IBON4499","r4","t5",60,95,162,2560,38.2
"Adet","y2006","p58","F2SXS13395","r4","t12",69,103,149,1910,38
"Adet","y2006","p59","EH1505","r4","t3",69,102,141,2535,50.6
"Adet","y2006","p60","EH1847","r4","t1",69,101,154,1595,43.2
"SGonder","y2006","p1","EH1877","r1","t6",66,114,93,3680,43.5
"SGonder","y2006","p2","EH1505","r1","t3",72,116,100,4190,47.1
"SGonder","y2006","p3","EH1900","r1","t2",67,116,99,3850,42.3
"SGonder","y2006","p4","IBON2796","r1","t11",60,104,81,1875,40.5
"SGonder","y2006","p5","EH1869","r1","t7",78,125,99,3155,38.5
"SGonder","y2006","p6","EH1893","r1","t4",78,120,84,2675,33.1
"SGonder","y2006","p7","EH1864","r1","t10",72,121,91,2915,37
"SGonder","y2006","p8","EH1847","r1","t1",66,117,112,4890,42.5
"SGonder","y2006","p9","IBON4499","r1","t5",64,109,108,3335,45.3
"SGonder","y2006","p10","F2SXS13395","r1","t12",75,118,107,4160,41.1
"SGonder","y2006","p11","Beka","r1","t15",78,121,114,2735,30.3
"SGonder","y2006","p12","HB120","r1","t14",74,122,121,3420,33.1
"SGonder","y2006","p13","EH1551","r1","t8",65,100,94,2410,25.1
"SGonder","y2006","p14","BNEth019","r1","t13",65,114,100,3265,32.5
"SGonder","y2006","p15","EH18472","r1","t9",74,126,120,3690,41.9
"SGonder","y2006","p16","EH1893","r2","t4",70,120,89,2800,31.7
"SGonder","y2006","p17","Beka","r2","t15",76,121,102,2120,30.6
"SGonder","y2006","p18","BNEth019","r2","t13",66,114,103,4600,44.2
"SGonder","y2006","p19","IBON4499","r2","t5",62,104,115,4410,48
"SGonder","y2006","p20","EH18472","r2","t9",74,122,116,2740,35.6
"SGonder","y2006","p21","HB120","r2","t14",74,120,105,3735,34.4
"SGonder","y2006","p22","EH1864","r2","t10",72,117,90,2650,33.3
"SGonder","y2006","p23","EH1877","r2","t6",69,113,95,3750,43.9
"SGonder","y2006","p24","EH1869","r2","t7",75,123,106,3720,40.1
"SGonder","y2006","p25","F2SXS13395","r2","t12",70,120,104,4305,41.3
"SGonder","y2006","p26","EH1900","r2","t2",68,117,106,4345,43.5
"SGonder","y2006","p27","IBON2796","r2","t11",61,103,83,2760,40.9
"SGonder","y2006","p28","EH1505","r2","t3",72,114,101,3755,47.3
"SGonder","y2006","p29","EH1847","r2","t1",67,114,113,4885,42.2
"SGonder","y2006","p30","EH1551","r2","t8",64,100,93,2035,27
"SGonder","y2006","p31","IBON2796","r3","t11",58,103,99,4575,42.6
"SGonder","y2006","p32","EH18472","r3","t9",71,121,124,3920,38.7
"SGonder","y2006","p33","BNEth019","r3","t13",65,114,117,4495,42.4
"SGonder","y2006","p34","IBON4499","r3","t5",63,110,117,4350,45.9
"SGonder","y2006","p35","EH1847","r3","t1",65,116,116,5240,40
"SGonder","y2006","p36","EH1864","r3","t10",72,121,102,4310,41.3
"SGonder","y2006","p37","EH1869","r3","t7",72,124,107,5165,45.3
"SGonder","y2006","p38","EH1551","r3","t8",63,101,92,3260,30.4
"SGonder","y2006","p39","EH1893","r3","t4",63,117,99,2205,33.6
"SGonder","y2006","p40","Beka","r3","t15",74,122,113,3325,30.9
"SGonder","y2006","p41","EH1877","r3","t6",69,114,103,4520,44
"SGonder","y2006","p42","EH1505","r3","t3",71,119,107,4740,48.2
"SGonder","y2006","p43","EH1900","r3","t2",69,120,109,4440,42.4
"SGonder","y2006","p44","F2SXS13395","r3","t12",68,116,95,3065,41.2
"SGonder","y2006","p45","HB120","r3","t14",75,123,112,2515,32.1
"SGonder","y2006","p46","EH1551","r4","t8",63,100,96,1380,28.1
"SGonder","y2006","p47","IBON2796","r4","t11",58,102,73,1395,38.6
"SGonder","y2006","p48","BNEth019","r4","t13",64,111,94,3430,41.9
"SGonder","y2006","p49","EH1900","r4","t2",68,116,113,3460,42.5
"SGonder","y2006","p50","EH18472","r4","t9",71,121,110,2640,41.6
"SGonder","y2006","p51","Beka","r4","t15",77,122,108,2415,32.1
"SGonder","y2006","p52","HB120","r4","t14",76,121,104,2650,32.6
"SGonder","y2006","p53","EH1877","r4","t6",68,114,94,3340,45.1
"SGonder","y2006","p54","EH1869","r4","t7",74,123,101,2935,39.8
"SGonder","y2006","p55","EH1893","r4","t4",75,117,97,2610,30
"SGonder","y2006","p56","EH1864","r4","t10",72,120,85,1865,37.6
"SGonder","y2006","p57","IBON4499","r4","t5",63,110,104,3040,46.5
"SGonder","y2006","p58","F2SXS13395","r4","t12",66,115,100,3365,42.1
"SGonder","y2006","p59","EH1505","r4","t3",70,116,104,4235,45.9
"SGonder","y2006","p60","EH1847","r4","t1",64,115,111,4295,42.7
"Holetta","y2007","p1","EH1877","r1","t6",68,115,90,3030,45
"Holetta","y2007","p2","EH1505","r1","t3",72,119,100,2725,53
"Holetta","y2007","p3","EH1900","r1","t2",68,118,107,3375,51
"Holetta","y2007","p4","IBON2796","r1","t11",67,116,90,1490,47
"Holetta","y2007","p5","EH1869","r1","t7",78,128,108,3410,48
"Holetta","y2007","p6","EH1893","r1","t4",81,131,98,2875,44
"Holetta","y2007","p7","EH1864","r1","t10",77,122,90,2510,45
"Holetta","y2007","p8","EH1847","r1","t1",69,120,112,3085,49
"Holetta","y2007","p9","IBON4499","r1","t5",70,120,105,3155,54
"Holetta","y2007","p10","F2SXS13395","r1","t12",73,127,98,2020,47
"Holetta","y2007","p11","Beka","r1","t15",78,127,115,3200,40
"Holetta","y2007","p12","HB120","r1","t14",75,127,120,2885,42
"Holetta","y2007","p13","EH1551","r1","t8",66,110,100,680,24
"Holetta","y2007","p14","BNEth019","r1","t13",68,119,102,1370,43
"Holetta","y2007","p15","EH18472","r1","t9",75,122,122,1710,46
"Holetta","y2007","p16","EH1893","r2","t4",77,132,112,3425,43
"Holetta","y2007","p17","Beka","r2","t15",78,127,122,2640,40
"Holetta","y2007","p18","BNEth019","r2","t13",67,116,100,2385,46
"Holetta","y2007","p19","IBON4499","r2","t5",69,118,117,3575,54
"Holetta","y2007","p20","EH18472","r2","t9",75,122,122,3585,46
"Holetta","y2007","p21","HB120","r2","t14",75,131,123,3280,42
"Holetta","y2007","p22","EH1864","r2","t10",77,123,95,2055,45
"Holetta","y2007","p23","EH1877","r2","t6",70,120,103,2620,45
"Holetta","y2007","p24","EH1869","r2","t7",78,128,113,2995,44
"Holetta","y2007","p25","F2SXS13395","r2","t12",70,127,98,3285,50
"Holetta","y2007","p26","EH1900","r2","t2",67,120,107,3575,48
"Holetta","y2007","p27","IBON2796","r2","t11",67,117,92,2935,47
"Holetta","y2007","p28","EH1505","r2","t3",72,120,103,3015,52
"Holetta","y2007","p29","EH1847","r2","t1",68,121,107,4105,48
"Holetta","y2007","p30","EH1551","r2","t8",67,113,105,1275,32
"Holetta","y2007","p31","IBON2796","r3","t11",67,120,88,3120,51
"Holetta","y2007","p32","EH18472","r3","t9",75,123,113,3435,45
"Holetta","y2007","p33","BNEth019","r3","t13",69,117,98,2875,46
"Holetta","y2007","p34","IBON4499","r3","t5",69,117,100,2990,53
"Holetta","y2007","p35","EH1847","r3","t1",68,118,103,3870,47
"Holetta","y2007","p36","EH1864","r3","t10",72,123,90,2925,43
"Holetta","y2007","p37","EH1869","r3","t7",75,127,113,2835,42
"Holetta","y2007","p38","EH1551","r3","t8",67,111,105,660,22
"Holetta","y2007","p39","EH1893","r3","t4",76,125,103,3315,42
"Holetta","y2007","p40","Beka","r3","t15",76,125,110,2810,36
"Holetta","y2007","p41","EH1877","r3","t6",69,120,97,3300,41
"Holetta","y2007","p42","EH1505","r3","t3",72,120,100,3100,51
"Holetta","y2007","p43","EH1900","r3","t2",67,119,112,2960,47
"Holetta","y2007","p44","F2SXS13395","r3","t12",71,125,100,3015,49
"Holetta","y2007","p45","HB120","r3","t14",76,128,108,3400,42
"Holetta","y2007","p46","EH1551","r4","t8",69,110,98,1035,30
"Holetta","y2007","p47","IBON2796","r4","t11",67,120,88,2825,50
"Holetta","y2007","p48","BNEth019","r4","t13",67,117,100,2485,47
"Holetta","y2007","p49","EH1900","r4","t2",69,121,115,3335,50
"Holetta","y2007","p50","EH18472","r4","t9",75,124,120,3470,44
"Holetta","y2007","p51","Beka","r4","t15",77,128,127,2920,41
"Holetta","y2007","p52","HB120","r4","t14",72,121,120,3210,38
"Holetta","y2007","p53","EH1877","r4","t6",69,132,98,2960,38
"Holetta","y2007","p54","EH1869","r4","t7",78,125,115,3515,43
"Holetta","y2007","p55","EH1893","r4","t4",76,127,95,3440,40
"Holetta","y2007","p56","EH1864","r4","t10",77,125,88,2385,48
"Holetta","y2007","p57","IBON4499","r4","t5",70,125,103,2855,56
"Holetta","y2007","p58","F2SXS13395","r4","t12",72,125,112,2715,49
"Holetta","y2007","p59","EH1505","r4","t3",72,125,97,2975,47
"Holetta","y2007","p60","EH1847","r4","t1",68,123,115,4170,49
"Asasa","y2007","p1","EH1877","r1","t6",74,117,100,5593,44.8
"Asasa","y2007","p2","EH1505","r1","t3",71,119,105,4273,42
"Asasa","y2007","p3","EH1900","r1","t2",71,114,115,4394,45.6
"Asasa","y2007","p4","IBON2796","r1","t11",71,111,105,5588,48.8
"Asasa","y2007","p5","EH1869","r1","t7",74,115,105,4303,43
"Asasa","y2007","p6","EH1893","r1","t4",72,114,110,5519,35
"Asasa","y2007","p7","EH1864","r1","t10",75,119,100,4865,38.6
"Asasa","y2007","p8","EH1847","r1","t1",72,117,110,5101,42.8
"Asasa","y2007","p9","IBON4499","r1","t5",71,114,120,4185,40.8
"Asasa","y2007","p10","F2SXS13395","r1","t12",68,112,115,4828,46.2
"Asasa","y2007","p11","Beka","r1","t15",76,119,115,3361,28.4
"Asasa","y2007","p12","HB120","r1","t14",76,116,110,4594,29.4
"Asasa","y2007","p13","EH1551","r1","t8",68,116,115,2689,25.8
"Asasa","y2007","p14","BNEth019","r1","t13",71,115,115,4484,37
"Asasa","y2007","p15","EH18472","r1","t9",76,119,115,3232,33.6
"Asasa","y2007","p16","EH1893","r2","t4",74,118,110,3839,31.4
"Asasa","y2007","p17","Beka","r2","t15",76,116,110,2842,27.6
"Asasa","y2007","p18","BNEth019","r2","t13",71,114,110,3854,37
"Asasa","y2007","p19","IBON4499","r2","t5",71,112,110,4493,40
"Asasa","y2007","p20","EH18472","r2","t9",74,114,110,3861,39.2
"Asasa","y2007","p21","HB120","r2","t14",74,114,110,3704,29
"Asasa","y2007","p22","EH1864","r2","t10",71,111,85,3816,37.6
"Asasa","y2007","p23","EH1877","r2","t6",71,110,100,4470,40
"Asasa","y2007","p24","EH1869","r2","t7",74,115,110,4381,39.6
"Asasa","y2007","p25","F2SXS13395","r2","t12",68,112,110,3926,43
"Asasa","y2007","p26","EH1900","r2","t2",71,109,105,4979,46.6
"Asasa","y2007","p27","IBON2796","r2","t11",68,109,105,4955,47.6
"Asasa","y2007","p28","EH1505","r2","t3",71,114,95,3770,35.2
"Asasa","y2007","p29","EH1847","r2","t1",71,115,105,4645,44.2
"Asasa","y2007","p30","EH1551","r2","t8",74,115,105,3478,25.8
"Asasa","y2007","p31","IBON2796","r3","t11",71,111,105,7126,49.8
"Asasa","y2007","p32","EH18472","r3","t9",76,117,110,3359,35.8
"Asasa","y2007","p33","BNEth019","r3","t13",71,115,100,4105,40.2
"Asasa","y2007","p34","IBON4499","r3","t5",71,115,110,4233,42.4
"Asasa","y2007","p35","EH1847","r3","t1",71,112,110,5355,44
"Asasa","y2007","p36","EH1864","r3","t10",71,114,100,4107,36.4
"Asasa","y2007","p37","EH1869","r3","t7",74,119,105,3664,35
"Asasa","y2007","p38","EH1551","r3","t8",68,110,115,3491,31
"Asasa","y2007","p39","EH1893","r3","t4",74,115,105,3649,29
"Asasa","y2007","p40","Beka","r3","t15",76,115,110,3289,24.8
"Asasa","y2007","p41","EH1877","r3","t6",74,110,100,4390,42
"Asasa","y2007","p42","EH1505","r3","t3",71,114,100,4263,38.2
"Asasa","y2007","p43","EH1900","r3","t2",74,114,120,4732,37.8
"Asasa","y2007","p44","F2SXS13395","r3","t12",71,119,110,5060,42.2
"Asasa","y2007","p45","HB120","r3","t14",76,119,115,3795,29.4
"Asasa","y2007","p46","EH1551","r4","t8",71,115,115,3200,30.2
"Asasa","y2007","p47","IBON2796","r4","t11",68,112,105,6111,44
"Asasa","y2007","p48","BNEth019","r4","t13",68,112,105,4520,40
"Asasa","y2007","p49","EH1900","r4","t2",71,115,105,5060,43.6
"Asasa","y2007","p50","EH18472","r4","t9",76,114,110,4978,37.8
"Asasa","y2007","p51","Beka","r4","t15",76,119,115,3107,30.2
"Asasa","y2007","p52","HB120","r4","t14",76,118,115,3696,28
"Asasa","y2007","p53","EH1877","r4","t6",74,110,95,4099,42.2
"Asasa","y2007","p54","EH1869","r4","t7",74,116,110,5080,40.8
"Asasa","y2007","p55","EH1893","r4","t4",74,110,100,4733,35.2
"Asasa","y2007","p56","EH1864","r4","t10",72,112,85,4103,38.4
"Asasa","y2007","p57","IBON4499","r4","t5",71,115,110,4002,42.6
"Asasa","y2007","p58","F2SXS13395","r4","t12",74,118,105,4066,44.6
"Asasa","y2007","p59","EH1505","r4","t3",74,114,100,4053,40.8
"Asasa","y2007","p60","EH1847","r4","t1",76,114,105,5421,39.8
"Bekoji","y2007","p1","EH1877","r1","t6",85,116,105,4310,35.6
"Bekoji","y2007","p2","EH1505","r1","t3",87,115,110,3130,34.8
"Bekoji","y2007","p3","EH1900","r1","t2",87,118,120,4030,29
"Bekoji","y2007","p4","IBON2796","r1","t11",81,113,100,3655,49.8
"Bekoji","y2007","p5","EH1869","r1","t7",87,118,120,4495,47.4
"Bekoji","y2007","p6","EH1893","r1","t4",88,118,125,4890,42.4
"Bekoji","y2007","p7","EH1864","r1","t10",87,113,105,3580,45.8
"Bekoji","y2007","p8","EH1847","r1","t1",85,115,125,4690,44.6
"Bekoji","y2007","p9","IBON4499","r1","t5",83,113,125,3975,52.6
"Bekoji","y2007","p10","F2SXS13395","r1","t12",83,115,115,4390,51.4
"Bekoji","y2007","p11","Beka","r1","t15",89,119,135,4110,39.8
"Bekoji","y2007","p12","HB120","r1","t14",88,119,130,3615,41.2
"Bekoji","y2007","p13","EH1551","r1","t8",83,108,115,2235,33.8
"Bekoji","y2007","p14","BNEth019","r1","t13",83,115,105,3810,53.2
"Bekoji","y2007","p15","EH18472","r1","t9",89,119,130,3880,49.8
"Bekoji","y2007","p16","EH1893","r2","t4",89,121,115,4190,42.2
"Bekoji","y2007","p17","Beka","r2","t15",88,121,125,3840,38.8
"Bekoji","y2007","p18","BNEth019","r2","t13",83,115,110,3835,52
"Bekoji","y2007","p19","IBON4499","r2","t5",83,108,130,3695,51
"Bekoji","y2007","p20","EH18472","r2","t9",89,115,125,4610,46.4
"Bekoji","y2007","p21","HB120","r2","t14",88,118,135,4395,40.6
"Bekoji","y2007","p22","EH1864","r2","t10",83,113,105,2855,44.4
"Bekoji","y2007","p23","EH1877","r2","t6",83,113,105,4640,51
"Bekoji","y2007","p24","EH1869","r2","t7",88,115,125,4490,48.2
"Bekoji","y2007","p25","F2SXS13395","r2","t12",83,116,120,4805,47.8
"Bekoji","y2007","p26","EH1900","r2","t2",83,116,120,4360,49.6
"Bekoji","y2007","p27","IBON2796","r2","t11",81,111,100,4015,52.4
"Bekoji","y2007","p28","EH1505","r2","t3",88,113,110,3760,54.2
"Bekoji","y2007","p29","EH1847","r2","t1",88,115,115,4240,50.4
"Bekoji","y2007","p30","EH1551","r2","t8",85,108,115,2130,32
"Bekoji","y2007","p31","IBON2796","r3","t11",79,111,100,4140,51.6
"Bekoji","y2007","p32","EH18472","r3","t9",88,116,130,4440,48.2
"Bekoji","y2007","p33","BNEth019","r3","t13",83,113,120,4240,53
